tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2010-03-12,1174,LA MATANZA Nº 07,Buenos Aires,Protocolo 21,2010,05,SEDAN 5 PTAS,112,RENAULT,676,SANDERO 1.6 8V PACK,1,Privado,Física,RAMOS MEJÍA,BUENOS AIRES,Femenino,1974,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2004-10-15,1179,SAN MARTIN Nº 5,Buenos Aires,Protocolo 21,2004,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,CDAD. DEL LIB. GRAL.JOSE DE SAN MARTIN,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2012-04-25,1180,CAMPANA Nº 2,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,34,PEUGEOT,LA,408 FELINE 2.0N,1,Privado,Física,CAMPANA,BUENOS AIRES,Femenino,1949,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2013-03-08,1180,CAMPANA Nº 2,Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,80,HONDA,02,CITY EXL AT,1,Privado,Física,CAMPANA,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2002-04-19,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Importado,2002,22,SEDAN 3 PTAS,112,RENAULT,004,TWINGO,1,Privado,Física,CIUDADELA,BUENOS AIRES,Femenino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2024-07-30,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Protocolo 21,2024,04,RURAL 5 PUERTAS,055,HONDA,J43,HR-V RV3 3M7 EXL,1,Privado,Física,VILLA BOSCH,BUENOS AIRES,Femenino,1972,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2011-08-25,21050,ROSARIO Nº 12,Santa Fe,Protocolo 21,2011,02,SEDAN 4 PTAS,024,CHEVROLET,536,CLASSIC AA+DIR 1.4 N LS,1,Privado,Física,PEREZ,SANTA FE,Masculino,1977,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,1997-11-28,1186,MORENO Nº 2,Buenos Aires,Nacional,1997,12,SEDAN 4 PTAS,17,FIAT,49,UNO SDAA 5P 1.7,1,Privado,Física,MORENO,BUENOS AIRES,Femenino,1982,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2012-11-08,1197,SAN ISIDRO Nº 06,Buenos Aires,Importado,2012,30,FURGONETA,044,FIAT,759,FIORINO QUBO 1.4 8V DYNAMIC,1,Privado,Física,VILLA ADELINA,BUENOS AIRES,No identificado,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2000-06-14,15004,NEUQUEN Nº 2,Neuquén,Protocolo 21,2000,11,PICK UP,024,CHEVROLET,323,S10 2.8 T.I. CABINA DOBLE,1,Privado,Física,NEUQUEN,NEUQUEN,Masculino,1954,ARGENTINA,100,58,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2017-06-30,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Protocolo 21,2017,02,SEDAN 4 PUERTAS,112,RENAULT,986,NUEVO LOGAN PRIVILEGE 1.6 16V,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,No identificado,1950,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2016-02-29,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Protocolo 21,2016,82,PICK-UP CABINA DOBLE,136,VOLKSWAGEN,508,SAVEIRO 1.6L GP,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1963,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2011-10-24,1204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,2011,22,FURGON VIDRIADO C/ASIENTOS,07,CITROEN,AG,BERLINGO FURGON 1.6I HDI FULL AM52,1,Privado,Física,ADOLFO SOURDEUX,BUENOS AIRES,No identificado,1980,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2000-10-24,21052,RAFAELA Nº 4,Santa Fe,Nacional,2000,,SEDAN,08,CHEVROLET,76,CORSA WIND 1.7 DIESEL - 3P,1,Privado,Física,RAFAELA,SANTA FE,No identificado,1995,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,1999-08-10,1209,BERAZATEGUI Nº 3,Buenos Aires,Nacional,1999,12,SEDAN 4 PUERTAS,53,VOLKSWAGEN,16,POLO CLASSIC 1.9 SD 99C,1,Privado,Física,HUDSON,BUENOS AIRES,No identificado,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2005-12-09,1214,ITUZAINGO Nº 1 (EX. MORON Nº 8 RESOL. MJS. Y DHNº 1487/09),Buenos Aires,Nacional,2005,20,PICK-UP,19,FORD,SE,RANGER DC 4X4 XL PLUS 2.8L D,1,Privado,Física,ITUZAINGO,BUENOS AIRES,Femenino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2016-01-12,1214,ITUZAINGO Nº 1 (EX. MORON Nº 8 RESOL. MJS. Y DHNº 1487/09),Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,19,FORD,XC,FOCUS 5P 2.0L N MT SE,1,Privado,Física,ITUZAINGO,BUENOS AIRES,No identificado,1994,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2004-01-07,1216,QUILMES Nº 7,Buenos Aires,Nacional,2004,20,PICK-UP,19,FORD,PH,RANGER XLT C/C 4X2 2.8L D,1,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2019-01-22,1219,LA PLATA Nº 09,Buenos Aires,Protocolo 21,2019,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,532,TAKE UP! 1.0 MPI,1,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1997,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2015-12-02,1221,PILAR Nº 2,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,19,FORD,XB,FOCUS 4P 2.0L N MT SE PLUS,1,Privado,Física,PILAR,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2010-04-22,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,53,VOLKSWAGEN,LW,SURAN 90A,1,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2012-11-15,1227,LA MATANZA Nº 10,Buenos Aires,Nacional,2012,20,PICK-UP,19,FORD,WH,RANGER2 DC 4X2 XL SAFETY 2.2L D,1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Femenino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2016-11-25,1230,ESCOBAR Nº 2,Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,044,FIAT,689,PALIO FIRE 1.4,1,Privado,Física,GARI­N,BUENOS AIRES,No identificado,1958,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,1994-02-14,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Nacional,1994,11,SEDAN 2 PTAS,17,FIAT,66,VIVACE,1,Privado,Física,MARTÍN CORONADO,BUENOS AIRES,Femenino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2009-06-25,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Protocolo 21,2009,05,SEDAN 5 PTAS,024,CHEVROLET,388,MERIVA GLS 1.8 SOHC,1,Privado,Física,LOMA HERMOSA,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2012-08-31,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Protocolo 21,2012,04,RURAL 5 PTAS,047,FORD,800,ECOSPORT 2.0L 4X2 XLT PLUS,1,Privado,Física,PABLO PODESTA,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2017-03-02,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,37,RENAULT,ZN,KANGOO PH3 AUTH. PLUS 1.6 2P,1,Privado,Física,PABLO PODESTA,BUENOS AIRES,Femenino,1956,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2016-11-16,1233,LANUS Nº 7,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,024,CHEVROLET,615,PRISMA 1.4 N LTZ,1,Privado,Física,LANUS OESTE,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2008-09-26,21054,ARROYO SECO Nº 2,Santa Fe,Protocolo 21,2008,05,SEDAN 5 PTAS,044,FIAT,662,PALIO 1.4 FIRE,1,Privado,Física,VILLA AMELIA,SANTA FE,Masculino,1993,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2016-04-28,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,2016,12,SEDAN 4 PUERTAS,07,CITROEN,DH,C4 LOUNGE HDI 115 MT6 TENDANCE PACK AM16,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1963,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2016-05-06,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,2016,22,FURGON,37,RENAULT,ZJ,KANGOO PH3 CONFORT 1.5 DCI 1P,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2005-03-15,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,2005,17,SEDAN 5 PTAS,34,PEUGEOT,DW,307 XR 1.6 5P,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1992,BOLIVIA,100,06,202
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2014-10-07,1238,TIGRE Nº 4,Buenos Aires,Importado,2014,82,PICK-UP CABINA DOBLE,M20,RAM,002,RAM 2500 6.7L LARAMIE 4X4,1,Privado,Física,RINCON DE MILBERG,BUENOS AIRES,No identificado,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2010-02-19,1238,TIGRE Nº 4,Buenos Aires,Nacional,2010,22,FURGON,37,RENAULT,VZ,KANGOO CONFORT 1.5 DCICD DA SVT 1P 600KG,1,Privado,Física,LOS TRONCOS DEL TALAR,BUENOS AIRES,Masculino,1972,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2013-08-23,1240,JOSE C. PAZ Nº 1,Buenos Aires,Importado,2013,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,285,BORA 2.0,1,Privado,Física,JOSE C PAZ,BUENOS AIRES,No identificado,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,1999-07-28,1244,LA MATANZA Nº 11,Buenos Aires,Nacional,1999,11,SEDAN 2 PTAS,17,FIAT,44,UNO S (1.4 - 3P.),1,Privado,Física,"RAMOS MEJIA , LA MATANZA",BUENOS AIRES,No identificado,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2005-05-17,1247,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Protocolo 21,2005,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,283,GOL 1.9 SD,1,Privado,Física,GENERAL RODRIGUEZ,BUENOS AIRES,No identificado,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2011-02-24,16007,SAN CARLOS DE BARILOCHE Nº 1,Río Negro,Importado,2011,10,TODO TERRENO,024,CHEVROLET,437,CAPTIVA 2.0 DIESEL LT MANUAL,1,Privado,Física,SAN CARLOS DE BARILOCHE,RIO NEGRO,Masculino,1971,ARGENTINA,100,62,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2012-01-03,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Importado,2012,02,SEDAN 4 PTAS,024,CHEVROLET,529,CRUZE 2.0D LTZ,1,Privado,Física,LOMA HERMOSA,BUENOS AIRES,Masculino,1972,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2013-02-27,1257,MORENO Nº 3,Buenos Aires,Nacional,2013,20,PICK-UP,19,FORD,WU,RANGER2 DC 4X4 XLS 3.2L D,1,Privado,Física,TRUJUI,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2014-04-07,1259,SAN MARTIN Nº 8,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,044,FIAT,729,PUNTO ATTRACTIVE 1.4 8V,1,Privado,Física,VILLA LIBERTAD,BUENOS AIRES,No identificado,1947,ITALIA,50,06,417
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2009-06-29,1264,ADROGUE Nº 5,Buenos Aires,Nacional,2009,20,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0L D,1,Privado,Física,ALMIRANTE BROWN,BUENOS AIRES,Masculino,1973,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2000-10-18,1265,PILAR Nº 3,Buenos Aires,Importado,2000,05,SEDAN 5 PTAS,047,FORD,492,FOCUS GHIA,1,Privado,Física,LAGOMARSINO,BUENOS AIRES,Masculino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2012-02-23,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2012,02,SEDAN 4 PUERTAS,104,PEUGEOT,585,207 COMPACT XT 1.6,1,Privado,Física,INGENIEEO PABLO NOGUES,BUENOS AIRES,Masculino,1992,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2012-02-07,1269,LA MATANZA Nº 12,Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,34,PEUGEOT,JM,207 COMPACT XT 1.6 5P TIPTRONIC,1,Privado,Física,VILLA MADERO,BUENOS AIRES,Femenino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2020-07-03,1269,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,2020,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,637,POLO COMFORTLINE 1.6 MSI 110CV,1,Privado,Física,VILLA MADERO,BUENOS AIRES,Masculino,1995,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2018-06-22,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,044,FIAT,849,MOBI 1.0 8V EASY,1,Privado,Física,JOSE C. PAZ,BUENOS AIRES,Femenino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2014-03-17,1274,SAN CLEMENTE DEL TUYU,Buenos Aires,Protocolo 21,2014,13,FURGON,104,PEUGEOT,610,BOXER 350 MH 2.3 HDI CONFORT,1,Privado,Física,GENERAL LAVALLE,BUENOS AIRES,No identificado,1980,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2013-10-31,1282,LOMAS DE ZAMORA Nº 9,Buenos Aires,Importado,2013,30,FURGONETA,044,FIAT,789,DOBLO CARGO 1.4 16V ACTIVE,1,Privado,Física,TEMPERLEY,BUENOS AIRES,No identificado,1992,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2010-06-18,1282,LOMAS DE ZAMORA Nº 9,Buenos Aires,Protocolo 21,2010,13,FURGON VIDRIADO,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,No identificado,1984,PERU,50,06,222
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2013-05-31,1289,QUILMES Nº 9,Buenos Aires,Nacional,2013,17,SEDAN 5 PUERTAS,37,RENAULT,YJ,CLIO MIO 5P EXPRESSION PACK II,1,Privado,Física,EZPELETA,BUENOS AIRES,Femenino,2005,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2012-01-13,1289,QUILMES Nº 9,Buenos Aires,Nacional,2012,18,SEDAN 3 PTAS,34,PEUGEOT,JF,207 COMPACT XR 1.4 3P,1,Privado,Física,QUILMES,BUENOS AIRES,Femenino,2001,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2006-10-13,1290,LA MATANZA Nº 13,Buenos Aires,Nacional,2006,12,SEDAN 4 PUERTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6N,1,Privado,Física,CIUDAD EVITA,BUENOS AIRES,Masculino,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2024-10-28,1293,PILAR Nº 4,Buenos Aires,Nacional,2024,20,PICK-UP,53,VOLKSWAGEN,A2,AMAROK COMFORTLINE V6 AT 4X4 G2,1,Privado,Física,VILLA BOSCH,BUENOS AIRES,Femenino,1972,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2020-06-08,1299,MAR DEL PLATA Nº 13,Buenos Aires,Importado,2019,10,TODO TERRENO,024,CHEVROLET,727,TRACKER AWD PREMIER +,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1955,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,1997-03-10,1307,LANUS Nº 10,Buenos Aires,Importado,1997,05,SEDAN 5 PTAS,,FORD,,FIESTA CL D,1,Privado,Física,REMEDIOS DE ESCCALADA,BUENOS AIRES,Masculino,2001,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2010-09-29,1308,MERLO Nº 4,Buenos Aires,Protocolo 21,2010,22,SEDAN 3 PUERTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,CIUDAD DE LIBERTAD,BUENOS AIRES,No identificado,1994,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2014-09-03,1311,LA MATANZA Nº 14,Buenos Aires,Nacional,2014,22,FURGON,34,PEUGEOT,KE,PARTNER CONFORT 1.4,1,Privado,Física,RAFAEL CASTILLO,BUENOS AIRES,Masculino,1975,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2001-05-23,1317,ADROGUE Nº 6,Buenos Aires,Nacional,2001,,SEDAN,08,CHEVROLET,88,CORSA 3PTAS.SPORT,1,Privado,Física,JOSE MARMOL,BUENOS AIRES,Masculino,1975,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,1996-07-02,21056,ROSARIO Nº 13,Santa Fe,Importado,1996,02,SEDAN 4 PTAS,,PEUGEOT,,306 SR,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1997,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2009-11-13,2002,CAPITAL FEDERAL Nº 002,Ciudad Autónoma de Buenos Aires,Protocolo 21,2009,05,SEDAN 5 PTAS,112,RENAULT,580,SCENIC SPORTWAY 1.6L 16V,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1974,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2020-06-19,2002,CAPITAL FEDERAL Nº 002,Ciudad Autónoma de Buenos Aires,Protocolo 21,2020,05,SEDAN 5 PUERTAS,044,FIAT,866,ARGO DRIVE 1.3,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1996,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2011-11-24,2007,CAPITAL FEDERAL Nº 007,Ciudad Autónoma de Buenos Aires,Nacional,2011,22,FURGON,34,PEUGEOT,LJ,PARTNER CONFORT HDI 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1955,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2007-05-04,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Buenos Aires,Nacional,2007,12,SEDAN 4 PUERTAS,37,RENAULT,SG,CLIO TRIC CONFORT 1.5 DIE,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2005,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2008-01-24,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Buenos Aires,Protocolo 21,2008,05,SEDAN 5 PUERTAS,044,FIAT,665,PUNTO ELX 1.4,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1998,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2010-09-02,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Buenos Aires,Nacional,2010,17,SEDAN 5 PUERTAS,34,PEUGEOT,JL,207 COMPACT XR 1.4 5P,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1991,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2008-05-09,2017,CAPITAL FEDERAL Nº 017,Ciudad Autónoma de Buenos Aires,Importado,2008,02,SEDAN 4 PTAS,136,VOLKSWAGEN,285,BORA 2.0 / 2008,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1960,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2010-10-21,2023,CAPITAL FEDERAL Nº 023,Ciudad Autónoma de Buenos Aires,Nacional,2010,22,FURGON,37,RENAULT,VW,KANGOO CONFORT 1.6CD AA DA SVT1PL(600KG),1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1978,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2003-11-03,2034,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Buenos Aires,Protocolo 21,2003,02,SEDAN 4 PUERTAS,044,FIAT,557,SIENA EX TD,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1980,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2014-01-23,2034,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Buenos Aires,Nacional,2014,22,FURGON,34,PEUGEOT,KG,PARTNER CONFORT 1.6 HDI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2002,PARAGUAY,100,02,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,1994-07-01,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Nacional,1994,11,SEDAN 2 PTAS,17,FIAT,72,UNO CL 3P,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1944,No identificado,50,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2010-05-14,2060,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,53,VOLKSWAGEN,LX,SURAN 90B,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1963,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,1994-06-28,2061,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Buenos Aires,Nacional,1994,12,SEDAN 4 PTAS,37,RENAULT,AC,RENAULT 9 RN,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1945,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2014-01-16,2061,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,104,PEUGEOT,711,208 ALLURE 1.5 N,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1968,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2016-07-07,2067,CAPITAL FEDERAL Nº 067,Ciudad Autónoma de Buenos Aires,Nacional,2016,12,SEDAN 4 PUERTAS,07,CITROEN,CR,C4 LOUNGE 143 ORIGINE AM16,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1981,ARGENTINA,100,02,200
